ProteinName,FullPeptideName,transition_group_id,transition_name,RetentionTime,Annotation,PrecursorMz,MS1 Res,ProductMz,MS2 Res,Dwell,Fragmentor,Collision Energy,Cell Accelerator Voltage,LibraryIntensity,decoy,PeptideSequence,LabelType,PrecursorCharge,FragmentCharge,FragmentType,FragmentSeriesNumber,quantifying_transition,identifying_transition,detecting_transition
hxan,,hxan,hxan.hxan_1.Heavy,73.4001405,,140,Unit,96,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
hxan,,hxan,hxan.hxan_1.Light,73.35788412,,135,Unit,92,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
tyr-L,,tyr-L,tyr-L.tyr-L_1.Heavy,78.189264,,189,Unit,172,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
tyr-L,,tyr-L,tyr-L.tyr-L_1.Light,78.30282462,,180,Unit,163,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
tyr-L,,tyr-L,tyr-L.tyr-L_2.Light,78.30282462,,180,Unit,119,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
xan,,xan,xan.xan_1.Heavy,92.3095065,,156,Unit,112,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
xan,,xan,xan.xan_1.Light,92.53506066,,150.916,Unit,108,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
ins,,ins,ins.ins_1.Heavy,86.34881448,,277,Unit,140,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
ins,,ins,ins.ins_1.Light,87.02213058,,267,Unit,135,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
ins,,ins,ins.ins_2.Light,87.02213058,,267,Unit,108,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
gsn,,gsn,gsn.gsn_1.Heavy,87,,292,Unit,155,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
gsn,,gsn,gsn.gsn_1.Light,87,,282,Unit,150,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
gsn,,gsn,gsn.gsn_2.Light,87,,282,Unit,133,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
thym,,thym,thym.thym_1.Heavy,92.7406977,,130,Unit,43,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
thym,,thym,thym.thym_1.Light,92.37863298,,124.895,Unit,42,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
ade,,ade,ade.ade_1.Heavy,107.7108476,,139,Unit,111,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
ade,,ade,ade.ade_1.Light,107.6447018,,133.91,Unit,107,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
ade,,ade,ade.ade_2.Light,107.6447018,,133.91,Unit,92,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
gam6p,,gam6p,gam6p.gam6p_1.Heavy,114.0245419,,264,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
gam6p,,gam6p,gam6p.gam6p_1.Light,115.0257258,,258,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
gam6p,,gam6p,gam6p.gam6p_2.Light,115.0257258,,258,Unit,97,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
adn,,adn,adn.adn_1.Heavy,138.0582896,,276,Unit,139,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
adn,,adn,adn.adn_1.Light,138.1044007,,265.889,Unit,134,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
phe-L,,phe-L,phe-L.phe-L_1.Heavy,132.6092531,,173,Unit,156,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
phe-L,,phe-L,phe-L.phe-L_1.Light,132.8197381,,164,Unit,147,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
phe-L,,phe-L,phe-L.phe-L_2.Light,132.8197381,,164,Unit,103,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
asp-L,,asp-L,asp-L.asp-L_1.Heavy,159.5805986,,136,Unit,91,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
asp-L,,asp-L,asp-L.asp-L_1.Light,159.5805986,,132,Unit,88,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
asp-L,,asp-L,asp-L.asp-L_2.Light,159.5805986,,132,Unit,115,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
glu-L,,glu-L,glu-L.glu-L_1.Heavy,160.3396906,,151,Unit,133,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
glu-L,,glu-L,glu-L.glu-L_1.Light,160.3396906,,146,Unit,128,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
glu-L,,glu-L,glu-L.glu-L_2.Light,160.3396906,,146,Unit,102,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
skm,,skm,skm.skm_1.Heavy,176.2752383,,180.0245,Unit,99.02013,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
skm,,skm,skm.skm_1.Light,176.2752383,,173.001,Unit,93,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
skm,,skm,skm.skm_2.Light,182.7498373,,173.001,Unit,73,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
glx,,glx,glx.glx_1.Heavy,182.7498373,,75,Unit,46,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
glx,,glx,glx.glx_1.Light,193.9540699,,73,Unit,45,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
glyclt,,glyclt,glyclt.glyclt_1.Heavy,189.9842378,,77,Unit,48,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
glyclt,,glyclt,glyclt.glyclt_1.Light,189.9444011,,75,Unit,47,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
glyclt,,glyclt,glyclt.glyclt_2.Light,189.9444011,,75,Unit,45,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
trp-L,,trp-L,trp-L.trp-L_1.Heavy,213.2338788,,214,Unit,124,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
trp-L,,trp-L,trp-L.trp-L_1.Light,213.7153387,,203,Unit,116,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
trp-L,,trp-L,trp-L.trp-L_2.Light,213.7153387,,203,Unit,74,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
5oxpro,,5oxpro,5oxpro.5oxpro_1.Heavy,217.8,,133,Unit,86,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
5oxpro,,5oxpro,5oxpro.5oxpro_1.Light,217.8,,128,Unit,82,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
5oxpro,,5oxpro,5oxpro.5oxpro_2.Light,217.8,,128,Unit,84,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
lac-D,,lac-D,lac-D.lac-D_1.Heavy,218.4,,92,Unit,45,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
lac-D,,lac-D,lac-D.lac-D_1.Light,218.4,,89,Unit,43,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
lac-D,,lac-D,lac-D.lac-D_2.Light,218.4,,89,Unit,45,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
