component_name,metaValue_peak_apex_int_l,metaValue_peak_apex_int_u,metaValue_peak_apex_int_l,metaValue_peak_apex_int_u,metaValue_peak_apex_position_l,metaValue_peak_apex_position_u,metaValue_total_width_l,metaValue_total_width_u,metaValue_width_at_50_l,metaValue_width_at_50_u,metaValue_tailing_factor_l,metaValue_tailing_factor_u,metaValue_asymmetry_factor_l,metaValue_asymmetry_factor_u,metaValue_baseline_delta_2_height_l,metaValue_baseline_delta_2_height_u,metaValue_points_across_baseline_l,metaValue_points_across_baseline_u,metaValue_points_across_half_height_l,metaValue_points_across_half_height_u,metaValue_logSN_l,metaValue_logSN_u,metaValue_calculated_concentration_l,metaValue_calculated_concentration_u
F6P_712,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
F6P_713,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_160,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_161,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_162,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_163,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_357,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_358,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_359,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_360,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_471,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_472,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_473,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_474,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_475,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_476,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_706,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_707,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_708,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_709,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_710,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_711,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_712,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
G6P_713,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
S7P_357,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
S7P_358,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
S7P_359,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
S7P_360,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
S7P_471,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
S7P_472,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
S7P_473,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
S7P_474,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
S7P_475,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
S7P_476,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
35cgmp.35cgmp_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
35cgmp.35cgmp_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
35cgmp.35cgmp_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgmp.dgmp_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgmp.dgmp_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgmp.dgmp_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dtmp.dtmp_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dtmp.dtmp_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ribflv.ribflv_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ribflv.ribflv_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
amp.amp_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
amp.amp_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
amp.amp_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gmp.gmp_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gmp.gmp_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gmp.gmp_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
imp.imp_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
imp.imp_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
imp.imp_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
camp.camp_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
camp.camp_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
camp.camp_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gthox.gthox_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gthox.gthox_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gthox.gthox_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
btn.btn_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
btn.btn_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
btn.btn_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mmal.mmal_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mmal.mmal_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mmal.mmal_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
succ.succ_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
succ.succ_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
succ.succ_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mal-L.mal-L_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mal-L.mal-L_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
glutacon.glutacon_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
glutacon.glutacon_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fum.fum_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fum.fum_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpg.udpg_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpg.udpg_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpg.udpg_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
damp.damp_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
damp.damp_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
damp.damp_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oxa.oxa_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oxa.oxa_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oxa.oxa_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
actp.actp_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
actp.actp_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
actp.actp_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
akg.akg_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
akg.akg_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oaa.oaa_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oaa.oaa_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dtdpglu.dtdpglu_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dtdpglu.dtdpglu_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dtdpglu.dtdpglu_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadh.nadh_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadh.nadh_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadh.nadh_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adpglc.adpglc_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adpglc.adpglc_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adpglc.adpglc_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
chor.chor_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
chor.chor_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fol.fol_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fol.fol_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fol.fol_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgdp.dgdp_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgdp.dgdp_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgdp.dgdp_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gdp.gdp_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gdp.gdp_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gdp.gdp_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
6pgc.6pgc_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
6pgc.6pgc_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
Pool_2pg_3pg.Pool_2pg_3pg_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
Pool_2pg_3pg.Pool_2pg_3pg_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
Pool_2pg_3pg.Pool_2pg_3pg_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dcdp.dcdp_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dcdp.dcdp_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dcdp.dcdp_2.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adp.adp_1.Heavy,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adp.adp_1.Light,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
