File Path	chrom://nnfcb-l0286/ChromeleonLocal/metk/20171013_HMP_C61_metk.seq/390.smp/UV_VIS_2.channel/UV_VIS_2.chm
Channel	UV_VIS_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	10 ug/ml ISO
Injection Number	87
Position	RC6
Comment	
Processing Method	HMP New ProcMethod
Instrument Method	HM_metode_ZorBax_0,02%_Acetic_acid_ver6
Type	Calibration Standard
Status	Finished
Injection Date	10/14/2017
Injection Time	7:06:56 AM
Injection Volume (µl)	1.000
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000000
Time Max. (min)	11.000000
Data Points	3301
Detector	UV
Exporting Data System	Chromeleon 7.1.3.2425
Operator	
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-1.004634
Signal Max.	33.062744
Channel	UV_VIS_2
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.200
Max. Step (s)	0.200
Average Step (s)	0.200

Signal Parameter Information:
Signal Info	WVL:280 nm

Raw Data:
Time (min)	Step (s)	Value (mAU)
0.636667	0.200	-0.715911
0.640000	0.200	-0.716884
0.643333	0.200	-0.718353
0.646667	0.200	-0.719958
0.650000	0.200	-0.721261
0.653333	0.200	-0.721954
0.656667	0.200	-0.721890
0.660000	0.200	-0.721244
0.663333	0.200	-0.720691
0.666667	0.200	-0.721133
0.670000	0.200	-0.722982
0.673333	0.200	-0.725750
0.676667	0.200	-0.728507
0.680000	0.200	-0.730680
0.683333	0.200	-0.732362
0.686667	0.200	-0.733978
0.690000	0.200	-0.735803
0.693333	0.200	-0.737862
0.696667	0.200	-0.739863
0.700000	0.200	-0.741145
0.703333	0.200	-0.741230
0.706667	0.200	-0.740356
0.710000	0.200	-0.739209
0.713333	0.200	-0.738109
0.716667	0.200	-0.736964
0.720000	0.200	-0.736172
0.723333	0.200	-0.736560
0.726667	0.200	-0.738248
0.730000	0.200	-0.740378
0.733333	0.200	-0.742036
0.736667	0.200	-0.743079
0.740000	0.200	-0.743903
0.743333	0.200	-0.744752
0.746667	0.200	-0.745510
0.750000	0.200	-0.746020
0.753333	0.200	-0.746398
0.756667	0.200	-0.746918
0.760000	0.200	-0.747718
0.763333	0.200	-0.748652
0.766667	0.200	-0.749312
0.770000	0.200	-0.749325
0.773333	0.200	-0.748698
0.776667	0.200	-0.747912
0.780000	0.200	-0.747609
0.783333	0.200	-0.748013
0.786667	0.200	-0.748941
0.790000	0.200	-0.750267
0.793333	0.200	-0.751938
0.796667	0.200	-0.753956
0.800000	0.200	-0.756390
0.803333	0.200	-0.758925
0.806667	0.200	-0.760978
0.810000	0.200	-0.762387
0.813333	0.200	-0.763508
0.816667	0.200	-0.764737
0.820000	0.200	-0.766176
0.823333	0.200	-0.767870
0.826667	0.200	-0.770153
0.830000	0.200	-0.773411
0.833333	0.200	-0.777679
0.836667	0.200	-0.782774
0.840000	0.200	-0.788551
0.843333	0.200	-0.794717
0.846667	0.200	-0.800871
0.850000	0.200	-0.806886
0.853333	0.200	-0.812729
0.856667	0.200	-0.817801
0.860000	0.200	-0.820751
0.863333	0.200	-0.820291
0.866667	0.200	-0.816185
0.870000	0.200	-0.808985
0.873333	0.200	-0.798694
0.876667	0.200	-0.783254
0.880000	0.200	-0.757121
0.883333	0.200	-0.711539
0.886667	0.200	-0.638667
0.890000	0.200	-0.537252
0.893333	0.200	-0.414571
0.896667	0.200	-0.283416
0.900000	0.200	-0.157566
0.903333	0.200	-0.048370
0.906667	0.200	0.037120
0.910000	0.200	0.096253
0.913333	0.200	0.129644
0.916667	0.200	0.140258
0.920000	0.200	0.132627
0.923333	0.200	0.111310
0.926667	0.200	0.079800
0.930000	0.200	0.041026
0.933333	0.200	-0.001925
0.936667	0.200	-0.045872
0.940000	0.200	-0.087757
0.943333	0.200	-0.124206
0.946667	0.200	-0.150817
0.950000	0.200	-0.162374
0.953333	0.200	-0.154457
0.956667	0.200	-0.125812
0.960000	0.200	-0.080283
0.963333	0.200	-0.026951
0.966667	0.200	0.021995
0.970000	0.200	0.054957
0.973333	0.200	0.064592
0.976667	0.200	0.049824
0.980000	0.200	0.015327
0.983333	0.200	-0.030984
0.986667	0.200	-0.080604
0.990000	0.200	-0.126560
0.993333	0.200	-0.165266
0.996667	0.200	-0.197297
1.000000	0.200	-0.226274
1.003333	0.200	-0.256562
1.006667	0.200	-0.291206
1.010000	0.200	-0.330700
1.013333	0.200	-0.372886
1.016667	0.200	-0.414318
1.020000	0.200	-0.451974
1.023333	0.200	-0.484136
1.026667	0.200	-0.510417
1.030000	0.200	-0.531346
1.033333	0.200	-0.548075
1.036667	0.200	-0.561959
1.040000	0.200	-0.573609
1.043333	0.200	-0.582530
1.046667	0.200	-0.588012
1.050000	0.200	-0.589742
1.053333	0.200	-0.587654
1.056667	0.200	-0.581709
1.060000	0.200	-0.571289
1.063333	0.200	-0.553935
1.066667	0.200	-0.523946
1.070000	0.200	-0.470677
1.073333	0.200	-0.375532
1.076667	0.200	-0.206451
1.080000	0.200	0.090599
1.083333	0.200	0.600889
1.086667	0.200	1.445715
1.090000	0.200	2.775844
1.093333	0.200	4.745954
1.096667	0.200	7.467459
1.100000	0.200	10.950383
1.103333	0.200	15.057598
1.106667	0.200	19.496427
1.110000	0.200	23.859831
1.113333	0.200	27.707658
1.116667	0.200	30.660110
1.120000	0.200	32.471449
1.123333	0.200	33.062744
1.126667	0.200	32.510654
1.130000	0.200	31.005046
1.133333	0.200	28.794126
1.136667	0.200	26.134158
1.140000	0.200	23.254237
1.143333	0.200	20.337952
1.146667	0.200	17.518519
1.150000	0.200	14.882627
1.153333	0.200	12.479087
1.156667	0.200	10.329350
1.160000	0.200	8.437152
1.163333	0.200	6.795698
1.166667	0.200	5.392316
1.170000	0.200	4.210714
1.173333	0.200	3.231257
1.176667	0.200	2.431101
1.180000	0.200	1.785650
1.183333	0.200	1.270335
1.186667	0.200	0.861942
1.190000	0.200	0.540151
1.193333	0.200	0.288928
1.196667	0.200	0.096979
1.200000	0.200	-0.042228
1.203333	0.200	-0.130364
1.206667	0.200	-0.164932
1.210000	0.200	-0.141840
1.213333	0.200	-0.060001
1.216667	0.200	0.073766
1.220000	0.200	0.242027
1.223333	0.200	0.417175
1.226667	0.200	0.565749
1.230000	0.200	0.656858
1.233333	0.200	0.671404
1.236667	0.200	0.607353
1.240000	0.200	0.478751
1.243333	0.200	0.309568
1.246667	0.200	0.126025
1.250000	0.200	-0.049280
1.253333	0.200	-0.200611
1.256667	0.200	-0.320305
1.260000	0.200	-0.407658
1.263333	0.200	-0.465346
1.266667	0.200	-0.495117
1.270000	0.200	-0.494641
1.273333	0.200	-0.456474
1.276667	0.200	-0.369476
1.280000	0.200	-0.223094
1.283333	0.200	-0.015209
1.286667	0.200	0.238722
1.290000	0.200	0.502314
1.293333	0.200	0.726521
1.296667	0.200	0.867520
1.300000	0.200	0.904799
1.303333	0.200	0.849151
1.306667	0.200	0.736836
1.310000	0.200	0.614174
1.313333	0.200	0.520600
1.316667	0.200	0.477592
1.320000	0.200	0.486498
1.323333	0.200	0.532963
1.326667	0.200	0.594386
1.330000	0.200	0.647836
1.333333	0.200	0.676152
1.336667	0.200	0.670569
1.340000	0.200	0.630396
1.343333	0.200	0.561226
1.346667	0.200	0.472167
1.350000	0.200	0.372619
1.353333	0.200	0.270028
1.356667	0.200	0.169267
1.360000	0.200	0.073002
1.363333	0.200	-0.017678
1.366667	0.200	-0.102471
1.370000	0.200	-0.181036
1.373333	0.200	-0.252638
1.376667	0.200	-0.316467
1.380000	0.200	-0.372245
1.383333	0.200	-0.420571
1.386667	0.200	-0.462526
1.390000	0.200	-0.498926
1.393333	0.200	-0.530139
1.396667	0.200	-0.556619
1.400000	0.200	-0.579312
1.403333	0.200	-0.599187
1.406667	0.200	-0.616531
1.410000	0.200	-0.631226
1.413333	0.200	-0.643700
1.416667	0.200	-0.655117
1.420000	0.200	-0.666452
1.423333	0.200	-0.677701
1.426667	0.200	-0.687966
1.430000	0.200	-0.696059
1.433333	0.200	-0.700499
1.436667	0.200	-0.698597
1.440000	0.200	-0.687134
1.443333	0.200	-0.665343
1.446667	0.200	-0.636352
1.450000	0.200	-0.605303
1.453333	0.200	-0.576460
1.456667	0.200	-0.551793
1.460000	0.200	-0.531752
1.463333	0.200	-0.516502
1.466667	0.200	-0.505984
1.470000	0.200	-0.499970
1.473333	0.200	-0.500492
1.476667	0.200	-0.514891
1.480000	0.200	-0.552376
1.483333	0.200	-0.614483
1.486667	0.200	-0.691189
1.490000	0.200	-0.767003
1.493333	0.200	-0.829213
1.496667	0.200	-0.871973
1.500000	0.200	-0.895969
1.503333	0.200	-0.905678
1.506667	0.200	-0.906396
1.510000	0.200	-0.902611
1.513333	0.200	-0.897523
1.516667	0.200	-0.892789
1.520000	0.200	-0.888793
1.523333	0.200	-0.885485
1.526667	0.200	-0.882924
1.530000	0.200	-0.881168
1.533333	0.200	-0.879759
1.536667	0.200	-0.877693
1.540000	0.200	-0.874312
1.543333	0.200	-0.869831
1.546667	0.200	-0.864857
1.550000	0.200	-0.860099
1.553333	0.200	-0.856538
1.556667	0.200	-0.855015
1.560000	0.200	-0.855651
1.563333	0.200	-0.857951
1.566667	0.200	-0.861090
1.570000	0.200	-0.864249
1.573333	0.200	-0.867202
1.576667	0.200	-0.870578
1.580000	0.200	-0.875369
1.583333	0.200	-0.881900
1.586667	0.200	-0.889382
1.590000	0.200	-0.896783
1.593333	0.200	-0.903543
1.596667	0.200	-0.909347
1.600000	0.200	-0.914032
1.603333	0.200	-0.917651
1.606667	0.200	-0.920403
1.610000	0.200	-0.922582
1.613333	0.200	-0.924406
1.616667	0.200	-0.926064
1.620000	0.200	-0.927787
1.623333	0.200	-0.929491
1.626667	0.200	-0.930820
1.630000	0.200	-0.931840
1.633333	0.200	-0.933094
1.636667	0.200	-0.934748
1.640000	0.200	-0.936433
1.643333	0.200	-0.937842
1.646667	0.200	-0.938798
1.650000	0.200	-0.939145
1.653333	0.200	-0.938870
1.656667	0.200	-0.938074
1.660000	0.200	-0.937011
1.663333	0.200	-0.935832
1.666667	0.200	-0.934219
1.670000	0.200	-0.931864
1.673333	0.200	-0.929070
1.676667	0.200	-0.926438
1.680000	0.200	-0.924215
1.683333	0.200	-0.922088
1.686667	0.200	-0.919528
1.690000	0.200	-0.916346
1.693333	0.200	-0.912862
1.696667	0.200	-0.909250
1.700000	0.200	-0.904961
1.703333	0.200	-0.898682
1.706667	0.200	-0.887091
1.710000	0.200	-0.863167
1.713333	0.200	-0.819444
1.716667	0.200	-0.755664
1.720000	0.200	-0.681180
1.723333	0.200	-0.609187
1.726667	0.200	-0.550129
1.730000	0.200	-0.509072
1.733333	0.200	-0.485962
1.736667	0.200	-0.477098
1.740000	0.200	-0.477090
1.743333	0.200	-0.480831
1.746667	0.200	-0.484738
1.750000	0.200	-0.486847
1.753333	0.200	-0.486554
1.756667	0.200	-0.484366
1.760000	0.200	-0.481111
1.763333	0.200	-0.477292
1.766667	0.200	-0.473292
1.770000	0.200	-0.469778
1.773333	0.200	-0.468123
1.776667	0.200	-0.470208
1.780000	0.200	-0.476609
1.783333	0.200	-0.485273
1.786667	0.200	-0.492639
1.790000	0.200	-0.495260
1.793333	0.200	-0.490423
1.796667	0.200	-0.476210
1.800000	0.200	-0.450807
1.803333	0.200	-0.411249
1.806667	0.200	-0.352625
1.810000	0.200	-0.267836
1.813333	0.200	-0.147765
1.816667	0.200	0.017092
1.820000	0.200	0.232820
1.823333	0.200	0.497192
1.826667	0.200	0.796887
1.830000	0.200	1.109316
1.833333	0.200	1.407735
1.836667	0.200	1.666455
1.840000	0.200	1.864803
1.843333	0.200	1.990452
1.846667	0.200	2.041318
1.850000	0.200	2.024413
1.853333	0.200	1.952748
1.856667	0.200	1.841817
1.860000	0.200	1.706118
1.863333	0.200	1.557511
1.866667	0.200	1.405853
1.870000	0.200	1.259426
1.873333	0.200	1.123951
1.876667	0.200	1.001376
1.880000	0.200	0.890001
1.883333	0.200	0.785617
1.886667	0.200	0.682659
1.890000	0.200	0.576909
1.893333	0.200	0.468733
1.896667	0.200	0.362369
1.900000	0.200	0.262505
1.903333	0.200	0.171882
1.906667	0.200	0.090465
1.910000	0.200	0.016531
1.913333	0.200	-0.051401
1.916667	0.200	-0.114027
1.920000	0.200	-0.171734
1.923333	0.200	-0.224787
1.926667	0.200	-0.273211
1.930000	0.200	-0.316362
1.933333	0.200	-0.352691
1.936667	0.200	-0.380972
1.940000	0.200	-0.402349
1.943333	0.200	-0.422515
1.946667	0.200	-0.452699
1.950000	0.200	-0.504569
1.953333	0.200	-0.580697
1.956667	0.200	-0.671436
1.960000	0.200	-0.761374
1.963333	0.200	-0.837585
1.966667	0.200	-0.893487
1.970000	0.200	-0.928148
1.973333	0.200	-0.943788
1.976667	0.200	-0.943538
1.980000	0.200	-0.930019
1.983333	0.200	-0.904468
1.986667	0.200	-0.866077
1.990000	0.200	-0.811914
1.993333	0.200	-0.737362
1.996667	0.200	-0.636578
2.000000	0.200	-0.503815
2.003333	0.200	-0.335662
2.006667	0.200	-0.132551
2.010000	0.200	0.100981
2.013333	0.200	0.356677
2.016667	0.200	0.623055
2.020000	0.200	0.885706
2.023333	0.200	1.127984
2.026667	0.200	1.332803
2.030000	0.200	1.485039
2.033333	0.200	1.573624
2.036667	0.200	1.592791
2.040000	0.200	1.542540
2.043333	0.200	1.428691
2.046667	0.200	1.262388
2.050000	0.200	1.058497
2.053333	0.200	0.832934
2.056667	0.200	0.600102
2.060000	0.200	0.371794
2.063333	0.200	0.157227
2.066667	0.200	-0.036874
2.070000	0.200	-0.206216
2.073333	0.200	-0.349084
2.076667	0.200	-0.466688
2.080000	0.200	-0.562422
2.083333	0.200	-0.640011
2.086667	0.200	-0.702772
2.090000	0.200	-0.753932
2.093333	0.200	-0.796219
2.096667	0.200	-0.831234
2.100000	0.200	-0.859715
2.103333	0.200	-0.882324
2.106667	0.200	-0.900115
2.110000	0.200	-0.914387
2.113333	0.200	-0.926348
2.116667	0.200	-0.936777
2.120000	0.200	-0.945843
2.123333	0.200	-0.953313
2.126667	0.200	-0.958819
2.130000	0.200	-0.962118
2.133333	0.200	-0.963533
2.136667	0.200	-0.963808
2.140000	0.200	-0.963465
2.143333	0.200	-0.962862
2.146667	0.200	-0.962639
2.150000	0.200	-0.963580
2.153333	0.200	-0.965810
2.156667	0.200	-0.968371
2.160000	0.200	-0.970010
2.163333	0.200	-0.970312
2.166667	0.200	-0.969839
2.170000	0.200	-0.969178
2.173333	0.200	-0.968056
2.176667	0.200	-0.965816
2.180000	0.200	-0.962492
2.183333	0.200	-0.958919
2.186667	0.200	-0.955886
2.190000	0.200	-0.953607
2.193333	0.200	-0.952023
2.196667	0.200	-0.951222
2.200000	0.200	-0.951300
2.203333	0.200	-0.952017
2.206667	0.200	-0.952783
2.210000	0.200	-0.952843
2.213333	0.200	-0.951401
2.216667	0.200	-0.947738
2.220000	0.200	-0.941507
2.223333	0.200	-0.933353
2.226667	0.200	-0.925046
2.230000	0.200	-0.918396
2.233333	0.200	-0.913865
2.236667	0.200	-0.910165
2.240000	0.200	-0.905147
2.243333	0.200	-0.896920
2.246667	0.200	-0.883803
2.250000	0.200	-0.863605
2.253333	0.200	-0.833603
2.256667	0.200	-0.791784
2.260000	0.200	-0.739274
2.263333	0.200	-0.682746
2.266667	0.200	-0.634518
2.270000	0.200	-0.608784
2.273333	0.200	-0.615470
2.276667	0.200	-0.655478
2.280000	0.200	-0.720328
2.283333	0.200	-0.796216
2.286667	0.200	-0.869335
2.290000	0.200	-0.929479
2.293333	0.200	-0.971612
2.296667	0.200	-0.995626
2.300000	0.200	-1.004634
2.303333	0.200	-1.003170
2.306667	0.200	-0.995905
2.310000	0.200	-0.986456
2.313333	0.200	-0.976777
2.316667	0.200	-0.967604
2.320000	0.200	-0.958975
2.323333	0.200	-0.950680
2.326667	0.200	-0.943044
2.330000	0.200	-0.937009
2.333333	0.200	-0.933134
2.336667	0.200	-0.930928
2.340000	0.200	-0.929425
2.343333	0.200	-0.928117
2.346667	0.200	-0.927135
2.350000	0.200	-0.926772
2.353333	0.200	-0.927016
2.356667	0.200	-0.927408
2.360000	0.200	-0.927225
2.363333	0.200	-0.925979
2.366667	0.200	-0.923949
2.370000	0.200	-0.922032
2.373333	0.200	-0.920762
2.376667	0.200	-0.919705
2.380000	0.200	-0.918164
2.383333	0.200	-0.916175
2.386667	0.200	-0.914298
2.390000	0.200	-0.912720
2.393333	0.200	-0.911257
2.396667	0.200	-0.909896
2.400000	0.200	-0.908870
2.403333	0.200	-0.908447
2.406667	0.200	-0.908607
2.410000	0.200	-0.908907
2.413333	0.200	-0.908957
2.416667	0.200	-0.908969
2.420000	0.200	-0.909673
2.423333	0.200	-0.911592
2.426667	0.200	-0.914553
2.430000	0.200	-0.917984
2.433333	0.200	-0.921337
2.436667	0.200	-0.924136
2.440000	0.200	-0.926079
2.443333	0.200	-0.927121
2.446667	0.200	-0.927264
2.450000	0.200	-0.926480
2.453333	0.200	-0.924918
2.456667	0.200	-0.923065
2.460000	0.200	-0.921508
2.463333	0.200	-0.920377
2.466667	0.200	-0.919310
2.470000	0.200	-0.917941
2.473333	0.200	-0.916114
2.476667	0.200	-0.914000
2.480000	0.200	-0.912037
2.483333	0.200	-0.910634
2.486667	0.200	-0.910162
2.490000	0.200	-0.910860
2.493333	0.200	-0.912323
2.496667	0.200	-0.913505
2.500000	0.200	-0.913409
2.503333	0.200	-0.911681
2.506667	0.200	-0.908815
2.510000	0.200	-0.905836
2.513333	0.200	-0.903418
2.516667	0.200	-0.901419
2.520000	0.200	-0.899351
2.523333	0.200	-0.896783
2.526667	0.200	-0.893427
2.530000	0.200	-0.889577
2.533333	0.200	-0.886200
2.536667	0.200	-0.884111
2.540000	0.200	-0.883585
2.543333	0.200	-0.884481
2.546667	0.200	-0.885985
2.550000	0.200	-0.887013
2.553333	0.200	-0.887112
2.556667	0.200	-0.886419
2.560000	0.200	-0.885247
2.563333	0.200	-0.883943
2.566667	0.200	-0.882604
2.570000	0.200	-0.881141
2.573333	0.200	-0.879841
2.576667	0.200	-0.879372
2.580000	0.200	-0.880017
2.583333	0.200	-0.881195
2.586667	0.200	-0.882031
2.590000	0.200	-0.882227
2.593333	0.200	-0.881976
2.596667	0.200	-0.881410
2.600000	0.200	-0.880791
2.603333	0.200	-0.880581
2.606667	0.200	-0.880716
2.610000	0.200	-0.880458
2.613333	0.200	-0.879199
2.616667	0.200	-0.876978
2.620000	0.200	-0.874366
2.623333	0.200	-0.872133
2.626667	0.200	-0.870806
2.630000	0.200	-0.870257
2.633333	0.200	-0.869717
2.636667	0.200	-0.868542
2.640000	0.200	-0.866866
2.643333	0.200	-0.865069
2.646667	0.200	-0.863265
2.650000	0.200	-0.861661
2.653333	0.200	-0.860596
2.656667	0.200	-0.860153
2.660000	0.200	-0.860240
2.663333	0.200	-0.860895
2.666667	0.200	-0.862248
2.670000	0.200	-0.864128
2.673333	0.200	-0.865940
2.676667	0.200	-0.867125
2.680000	0.200	-0.867328
2.683333	0.200	-0.866374
2.686667	0.200	-0.864579
2.690000	0.200	-0.862611
2.693333	0.200	-0.861038
2.696667	0.200	-0.860210
2.700000	0.200	-0.860142
2.703333	0.200	-0.860624
2.706667	0.200	-0.861666
2.710000	0.200	-0.863451
2.713333	0.200	-0.865675
2.716667	0.200	-0.867389
2.720000	0.200	-0.867987
2.723333	0.200	-0.868057
2.726667	0.200	-0.868685
2.730000	0.200	-0.870202
2.733333	0.200	-0.871917
2.736667	0.200	-0.872852
2.740000	0.200	-0.872659
2.743333	0.200	-0.871686
2.746667	0.200	-0.870399
2.750000	0.200	-0.869164
2.753333	0.200	-0.868112
2.756667	0.200	-0.867009
2.760000	0.200	-0.865626
2.763333	0.200	-0.864047
2.766667	0.200	-0.862375
2.770000	0.200	-0.860465
2.773333	0.200	-0.858125
2.776667	0.200	-0.855427
2.780000	0.200	-0.852883
2.783333	0.200	-0.851312
2.786667	0.200	-0.851214
2.790000	0.200	-0.852369
2.793333	0.200	-0.854119
2.796667	0.200	-0.855733
2.800000	0.200	-0.856910
2.803333	0.200	-0.858152
2.806667	0.200	-0.859924
2.810000	0.200	-0.861729
2.813333	0.200	-0.862783
2.816667	0.200	-0.863072
2.820000	0.200	-0.863115
2.823333	0.200	-0.863223
2.826667	0.200	-0.863494
2.830000	0.200	-0.863911
2.833333	0.200	-0.864258
2.836667	0.200	-0.864417
2.840000	0.200	-0.864463
2.843333	0.200	-0.864253
2.846667	0.200	-0.863456
2.850000	0.200	-0.862122
2.853333	0.200	-0.860686
2.856667	0.200	-0.859450
2.860000	0.200	-0.858367
2.863333	0.200	-0.857172
2.866667	0.200	-0.855676
2.870000	0.200	-0.854058
2.873333	0.200	-0.852695
2.876667	0.200	-0.851690
2.880000	0.200	-0.850878
2.883333	0.200	-0.850139
2.886667	0.200	-0.849230
2.890000	0.200	-0.847731
2.893333	0.200	-0.845654
