File Path	chrom://nnfcb-l0286/ChromeleonLocal/metk/20171013_HMP_C61_metk.seq/539.smp/UV_VIS_2.channel/UV_VIS_2.chm
Channel	UV_VIS_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	1000 ug/ml HIGH
Injection Number	94
Position	RB4
Comment	
Processing Method	HMP New ProcMethod
Instrument Method	HM_metode_ZorBax_0,02%_Acetic_acid_ver6
Type	Calibration Standard
Status	Finished
Injection Date	10/14/2017
Injection Time	8:28:33 AM
Injection Volume (µl)	1.000
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000000
Time Max. (min)	11.000000
Data Points	3301
Detector	UV
Exporting Data System	Chromeleon 7.1.3.2425
Operator	
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.921364
Signal Max.	368.979905
Channel	UV_VIS_2
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.200
Max. Step (s)	0.200
Average Step (s)	0.200

Signal Parameter Information:
Signal Info	WVL:280 nm

Raw Data:
Time (min)	Step (s)	Value (mAU)
1.460000	0.200	-0.651393
1.463333	0.200	-0.674152
1.466667	0.200	-0.693848
1.470000	0.200	-0.709897
1.473333	0.200	-0.721826
1.476667	0.200	-0.729595
1.480000	0.200	-0.733740
1.483333	0.200	-0.735386
1.486667	0.200	-0.735920
1.490000	0.200	-0.736678
1.493333	0.200	-0.738638
1.496667	0.200	-0.742024
1.500000	0.200	-0.746479
1.503333	0.200	-0.751488
1.506667	0.200	-0.756314
1.510000	0.200	-0.760025
1.513333	0.200	-0.761844
1.516667	0.200	-0.761326
1.520000	0.200	-0.758594
1.523333	0.200	-0.754350
1.526667	0.200	-0.749289
1.530000	0.200	-0.743703
1.533333	0.200	-0.737576
1.536667	0.200	-0.730626
1.540000	0.200	-0.720884
1.543333	0.200	-0.692836
1.546667	0.200	-0.574167
1.550000	0.200	-0.144732
1.553333	0.200	1.089605
1.556667	0.200	3.979114
1.560000	0.200	9.595356
1.563333	0.200	18.769835
1.566667	0.200	31.520726
1.570000	0.200	46.807777
1.573333	0.200	62.838913
1.576667	0.200	77.726385
1.580000	0.200	90.089992
1.583333	0.200	99.333029
1.586667	0.200	105.570730
1.590000	0.200	109.359303
