File Path	chrom://nnfcb-l0286/ChromeleonLocal/metk/20171013_HMP_C61_metk.seq/952.smp/UV_VIS_2.channel/UV_VIS_2.chm
Channel	UV_VIS_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	20171013_HMP_C61_ISO_P1_GA4
Injection Number	25
Position	GA4
Comment	
Processing Method	HMP New ProcMethod
Instrument Method	HM_metode_ZorBax_0,02%_Acetic_acid_ver6
Type	Unknown
Status	Finished
Injection Date	10/13/2017
Injection Time	7:03:21 PM
Injection Volume (µl)	1.000
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000000
Time Max. (min)	11.000000
Data Points	3301
Detector	UV
Exporting Data System	Chromeleon 7.1.3.2425
Operator	
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.882378
Signal Max.	246.138505
Channel	UV_VIS_2
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.200
Max. Step (s)	0.200
Average Step (s)	0.200

Signal Parameter Information:
Signal Info	WVL:280 nm

Raw Data:
Time (min)	Step (s)	Value (mAU)
1.816667	0.200	1.471363
1.820000	0.200	1.864380
1.823333	0.200	2.278934
1.826667	0.200	2.673777
1.830000	0.200	3.009699
1.833333	0.200	3.256201
1.836667	0.200	3.395452
1.840000	0.200	3.423953
1.843333	0.200	3.351827
1.846667	0.200	3.199428
1.850000	0.200	2.992554
1.853333	0.200	2.758210
1.856667	0.200	2.521691
1.860000	0.200	2.304788
1.863333	0.200	2.124895
1.866667	0.200	1.994639
1.870000	0.200	1.921669
1.873333	0.200	1.908307
1.876667	0.200	1.950856
1.880000	0.200	2.039165
1.883333	0.200	2.157444
1.886667	0.200	2.286131
1.890000	0.200	2.404079
1.893333	0.200	2.490841
1.896667	0.200	2.528891
1.900000	0.200	2.505626
1.903333	0.200	2.415164
1.906667	0.200	2.259555
1.910000	0.200	2.048481
1.913333	0.200	1.796802
1.916667	0.200	1.521073
1.920000	0.200	1.237310
1.923333	0.200	0.960101
1.926667	0.200	0.701420
1.930000	0.200	0.469456
1.933333	0.200	0.268250
1.936667	0.200	0.098146
1.940000	0.200	-0.042922
1.943333	0.200	-0.158060
1.946667	0.200	-0.250688
1.950000	0.200	-0.324027
1.953333	0.200	-0.380478
1.956667	0.200	-0.421139
1.960000	0.200	-0.445801
1.963333	0.200	-0.452674
1.966667	0.200	-0.436771
1.970000	0.200	-0.387843
1.973333	0.200	-0.288733
1.976667	0.200	-0.112707
1.980000	0.200	0.180782
1.983333	0.200	0.649861
1.986667	0.200	1.371387
1.990000	0.200	2.439232
1.993333	0.200	3.959618
1.996667	0.200	6.041620
2.000000	0.200	8.781573
2.003333	0.200	12.242608
2.006667	0.200	16.432285
2.010000	0.200	21.282828
2.013333	0.200	26.639098
2.016667	0.200	32.259052
2.020000	0.200	37.829955
2.023333	0.200	42.999055
2.026667	0.200	47.413358
2.030000	0.200	50.762370
2.033333	0.200	52.816911
2.036667	0.200	53.456758
2.040000	0.200	52.682370
2.043333	0.200	50.609042
2.046667	0.200	47.445290
2.050000	0.200	43.461053
2.053333	0.200	38.952596
2.056667	0.200	34.209685
2.060000	0.200	29.489360
2.063333	0.200	24.998513
2.066667	0.200	20.885024
2.070000	0.200	17.236699
2.073333	0.200	14.087472
2.076667	0.200	11.428795
2.080000	0.200	9.222963
2.083333	0.200	7.415908
2.086667	0.200	5.947626
2.090000	0.200	4.759330
2.093333	0.200	3.798106
2.096667	0.200	3.019443
2.100000	0.200	2.387436
2.103333	0.200	1.873418
2.106667	0.200	1.454353
2.110000	0.200	1.111634
2.113333	0.200	0.830319
2.116667	0.200	0.598722
2.120000	0.200	0.407818
2.123333	0.200	0.250352
2.126667	0.200	0.120383
2.130000	0.200	0.013200
2.133333	0.200	-0.074818
2.136667	0.200	-0.146457
2.140000	0.200	-0.203985
2.143333	0.200	-0.249479
2.146667	0.200	-0.285213
2.150000	0.200	-0.313756
2.153333	0.200	-0.337205
2.156667	0.200	-0.356310
2.160000	0.200	-0.370580
2.163333	0.200	-0.379384
2.166667	0.200	-0.382953
2.170000	0.200	-0.382303
2.173333	0.200	-0.378590
2.176667	0.200	-0.372553
2.180000	0.200	-0.364495
2.183333	0.200	-0.354886
2.186667	0.200	-0.344508
2.190000	0.200	-0.334044
2.193333	0.200	-0.323813
2.196667	0.200	-0.313605
2.200000	0.200	-0.302614
2.203333	0.200	-0.289545
2.206667	0.200	-0.272992
2.210000	0.200	-0.252022
2.213333	0.200	-0.225872
2.216667	0.200	-0.192629
2.220000	0.200	-0.148793
2.223333	0.200	-0.089351
2.226667	0.200	-0.005437
2.230000	0.200	0.120383
2.233333	0.200	0.317999
2.236667	0.200	0.629449
2.240000	0.200	1.101000
2.243333	0.200	1.766762
2.246667	0.200	2.630211
2.250000	0.200	3.653605
2.253333	0.200	4.758328
2.256667	0.200	5.831056
2.260000	0.200	6.734939
2.263333	0.200	7.332349
2.266667	0.200	7.520063
2.270000	0.200	7.264018
2.273333	0.200	6.615234
2.276667	0.200	5.697239
2.280000	0.200	4.671112
2.283333	0.200	3.694691
2.286667	0.200	2.892011
2.290000	0.200	2.340054
2.293333	0.200	2.070976
2.296667	0.200	2.084161
2.300000	0.200	2.361322
2.303333	0.200	2.878377
2.306667	0.200	3.611525
2.310000	0.200	4.538776
2.313333	0.200	5.638422
2.316667	0.200	6.886283
2.320000	0.200	8.254135
2.323333	0.200	9.709355
2.326667	0.200	11.214753
2.330000	0.200	12.729222
2.333333	0.200	14.209832
2.336667	0.200	15.614786
2.340000	0.200	16.906234
2.343333	0.200	18.051984
2.346667	0.200	19.026300
2.350000	0.200	19.810664
2.353333	0.200	20.394248
2.356667	0.200	20.773557
2.360000	0.200	20.952251
2.363333	0.200	20.940947
2.366667	0.200	20.755497
2.370000	0.200	20.414746
2.373333	0.200	19.939432
2.376667	0.200	19.351679
2.380000	0.200	18.674123
2.383333	0.200	17.928927
2.386667	0.200	17.137282
2.390000	0.200	16.319156
2.393333	0.200	15.492728
2.396667	0.200	14.673739
2.400000	0.200	13.875222
2.403333	0.200	13.107768
2.406667	0.200	12.380118
2.410000	0.200	11.699215
2.413333	0.200	11.070111
2.416667	0.200	10.496575
2.420000	0.200	9.981219
2.423333	0.200	9.524870
2.426667	0.200	9.126887
2.430000	0.200	8.786131
2.433333	0.200	8.500928
2.436667	0.200	8.269111
2.440000	0.200	8.089056
2.443333	0.200	7.959944
2.446667	0.200	7.880853
2.450000	0.200	7.850087
2.453333	0.200	7.865426
2.456667	0.200	7.925117
2.460000	0.200	8.028339
2.463333	0.200	8.174973
