File Path	chrom://nnfcb-l0286/ChromeleonLocal/metk/20171013_HMP_C61_metk.seq/811.smp/UV_VIS_2.channel/UV_VIS_2.chm
Channel	UV_VIS_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	20171013_HMP_C61_ISO_P1_GA9
Injection Number	30
Position	GA9
Comment	
Processing Method	HMP New ProcMethod
Instrument Method	HM_metode_ZorBax_0,02%_Acetic_acid_ver6
Type	Unknown
Status	Finished
Injection Date	10/13/2017
Injection Time	8:01:42 PM
Injection Volume (µl)	1.000
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000000
Time Max. (min)	11.000000
Data Points	3301
Detector	UV
Exporting Data System	Chromeleon 7.1.3.2425
Operator	
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.891797
Signal Max.	328.193563
Channel	UV_VIS_2
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.200
Max. Step (s)	0.200
Average Step (s)	0.200

Signal Parameter Information:
Signal Info	WVL:280 nm

Raw Data:
Time (min)	Step (s)	Value (mAU)
0.000000	0.000	0.000000
0.003333	0.200	-0.002094
0.006667	0.200	-0.015088
0.010000	0.200	-0.050593
0.013333	0.200	-0.106851
0.016667	0.200	-0.163126
0.020000	0.200	-0.196131
0.023333	0.200	-0.196963
0.026667	0.200	-0.172662
0.030000	0.200	-0.138065
0.033333	0.200	-0.106559
0.036667	0.200	-0.084586
0.040000	0.200	-0.072210
0.043333	0.200	-0.067215
0.046667	0.200	-0.067892
0.050000	0.200	-0.073316
0.053333	0.200	-0.082782
0.056667	0.200	-0.095317
0.060000	0.200	-0.109518
0.063333	0.200	-0.123868
0.066667	0.200	-0.137424
0.070000	0.200	-0.150122
0.073333	0.200	-0.162342
0.076667	0.200	-0.174338
0.080000	0.200	-0.186084
0.083333	0.200	-0.197350
0.086667	0.200	-0.207853
0.090000	0.200	-0.217465
0.093333	0.200	-0.226393
0.096667	0.200	-0.235165
0.100000	0.200	-0.244298
0.103333	0.200	-0.253966
0.106667	0.200	-0.263903
0.110000	0.200	-0.273557
0.113333	0.200	-0.282463
0.116667	0.200	-0.290509
0.120000	0.200	-0.297948
0.123333	0.200	-0.305269
0.126667	0.200	-0.312893
0.130000	0.200	-0.320804
0.133333	0.200	-0.328590
0.136667	0.200	-0.336038
0.140000	0.200	-0.343442
0.143333	0.200	-0.350917
0.146667	0.200	-0.357866
0.150000	0.200	-0.363768
0.153333	0.200	-0.369193
0.156667	0.200	-0.375483
0.160000	0.200	-0.383428
0.163333	0.200	-0.392436
0.166667	0.200	-0.401042
0.170000	0.200	-0.408267
0.173333	0.200	-0.414394
0.176667	0.200	-0.420348
0.180000	0.200	-0.426632
0.183333	0.200	-0.433180
0.186667	0.200	-0.439738
0.190000	0.200	-0.445849
0.193333	0.200	-0.450929
0.196667	0.200	-0.454903
0.200000	0.200	-0.458435
0.203333	0.200	-0.462357
0.206667	0.200	-0.467223
0.210000	0.200	-0.473306
0.213333	0.200	-0.480390
0.216667	0.200	-0.487647
0.220000	0.200	-0.494317
0.223333	0.200	-0.500386
0.226667	0.200	-0.506179
0.230000	0.200	-0.511643
0.233333	0.200	-0.516674
0.236667	0.200	-0.521847
0.240000	0.200	-0.527797
0.243333	0.200	-0.534003
0.246667	0.200	-0.539290
0.250000	0.200	-0.543391
0.253333	0.200	-0.547097
0.256667	0.200	-0.551182
0.260000	0.200	-0.555972
0.263333	0.200	-0.561553
0.266667	0.200	-0.567666
0.270000	0.200	-0.573734
0.273333	0.200	-0.579488
0.276667	0.200	-0.585103
0.280000	0.200	-0.590419
0.283333	0.200	-0.594794
0.286667	0.200	-0.597935
0.290000	0.200	-0.600199
0.293333	0.200	-0.602045
0.296667	0.200	-0.603736
0.300000	0.200	-0.605580
0.303333	0.200	-0.608034
0.306667	0.200	-0.611424
0.310000	0.200	-0.615619
0.313333	0.200	-0.619978
0.316667	0.200	-0.623756
0.320000	0.200	-0.626565
0.323333	0.200	-0.628496
0.326667	0.200	-0.630223
0.330000	0.200	-0.632740
0.333333	0.200	-0.636470
0.336667	0.200	-0.641027
0.340000	0.200	-0.645885
0.343333	0.200	-0.650713
0.346667	0.200	-0.655079
0.350000	0.200	-0.658425
0.353333	0.200	-0.660637
0.356667	0.200	-0.662217
0.360000	0.200	-0.663770
0.363333	0.200	-0.665655
0.366667	0.200	-0.668007
0.370000	0.200	-0.670745
0.373333	0.200	-0.673696
0.376667	0.200	-0.676954
0.380000	0.200	-0.680900
0.383333	0.200	-0.685460
0.386667	0.200	-0.689854
0.390000	0.200	-0.693520
0.393333	0.200	-0.696597
0.396667	0.200	-0.699490
0.400000	0.200	-0.702453
0.403333	0.200	-0.705394
0.406667	0.200	-0.708112
0.410000	0.200	-0.710714
0.413333	0.200	-0.713321
0.416667	0.200	-0.715569
0.420000	0.200	-0.716986
0.423333	0.200	-0.717831
0.426667	0.200	-0.719042
0.430000	0.200	-0.721253
0.433333	0.200	-0.724391
0.436667	0.200	-0.728167
0.440000	0.200	-0.732315
0.443333	0.200	-0.736420
0.446667	0.200	-0.740100
0.450000	0.200	-0.743123
0.453333	0.200	-0.745293
0.456667	0.200	-0.746765
0.460000	0.200	-0.748020
0.463333	0.200	-0.749239
0.466667	0.200	-0.750183
0.470000	0.200	-0.750537
0.473333	0.200	-0.750349
0.476667	0.200	-0.750305
0.480000	0.200	-0.751013
0.483333	0.200	-0.752235
0.486667	0.200	-0.753453
0.490000	0.200	-0.754670
0.493333	0.200	-0.756298
0.496667	0.200	-0.758551
0.500000	0.200	-0.761003
0.503333	0.200	-0.762970
0.506667	0.200	-0.764286
0.510000	0.200	-0.765296
0.513333	0.200	-0.766331
0.516667	0.200	-0.767550
0.520000	0.200	-0.769291
0.523333	0.200	-0.772039
0.526667	0.200	-0.775528
0.530000	0.200	-0.778602
0.533333	0.200	-0.780448
0.536667	0.200	-0.781423
0.540000	0.200	-0.782597
0.543333	0.200	-0.784760
0.546667	0.200	-0.787882
0.550000	0.200	-0.791342
0.553333	0.200	-0.794483
0.556667	0.200	-0.797219
0.560000	0.200	-0.800044
0.563333	0.200	-0.803278
0.566667	0.200	-0.806509
0.570000	0.200	-0.808831
0.573333	0.200	-0.809654
0.576667	0.200	-0.809320
0.580000	0.200	-0.808825
0.583333	0.200	-0.809138
0.586667	0.200	-0.810815
0.590000	0.200	-0.813726
0.593333	0.200	-0.817041
0.596667	0.200	-0.819789
